report_date,published_at,serie,casa_de_bolsa,remanente_ultimo,remanente_presente,acciones_tesoreria_ultimo,acciones_tesoreria_presente,acciones_circulacion_ultimo,acciones_circulacion_presente,pdf_url,pdf_sha256,fetched_at_utc
2023-12-15,2023-12-15T17:36,B,INBUR,9187791250,9026255617,675260000,685260000,62545000000,62535000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1331526_1.pdf,a94d2d07939d5f481ab41714f2c4f8719fd7f8bfa2d8c6d4c6a5639e257dddcf,
2023-12-22,2023-12-22T17:20,B,INBUR,8224135756,8066275721,735260000,745260000,62485000000,62475000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1333887_1.pdf,39e97fcd578196f004ec2a851bf6ab5331657c65f99a65e3df6ed2808458ab42,
2023-12-29,2023-12-29T16:41,B,INBUR,7940874646,7674539406,753260000,770260000,62467000000,62450000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1335695_1.pdf,b25f05e14aec71799e702e945a70d8df83dae50568d304973e73a83a49978770,
2024-01-05,2024-01-05T16:47,B,INBUR,7596537223,7565697596,775260000,777260000,62445000000,62443000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1337162_1.pdf,f4441be67a0d5448e880843e3ff84000d6baab4df58293b2d8cca29f7f463780,
2024-01-12,2024-01-12T16:51,B,INBUR,7227797444,7133069615,799260000,805260000,62421000000,62415000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1338912_1.pdf,859bfe3806a533e9d0862b3c9ae5f7babc88693127b91988446af81783c2ecc6,
2024-01-19,2024-01-19T16:46,B,INBUR,6778578040,6684201387,827909035,833909035,62392350965,62386350965,https://www.bmv.com.mx/docs-pub/recompra/recompra_1341138_1.pdf,857ebad00d942754c7b116ca0fcab985a608dee318627444e6cc1a5e1e4c9853,
2024-01-26,2024-01-26T16:46,B,INBUR,6304168762,6211027882,858260000,864260000,62362000000,62356000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1343071_1.pdf,9f456966d37662b1bbf34b01d61d28e363c0d263eaace85a812c8ab9a9dc3014,
2024-01-31,2024-01-31T16:52,B,INBUR,6025370471,5931485538,876260000,882260000,62344000000,62338000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1343980_1.pdf,c209dee8895858e47b12440fcbb606db9b6c1cad422a0954a9eb40b879348584,
2024-02-02,2024-02-02T17:30,B,INBUR,5838249312,5745463072,888260000,894260000,62332000000,62326000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1344822_1.pdf,98c089a4ff13bef033151227e1d5d4a974e07bc99a806c7284cbf7e275d48cbb,
2024-02-09,2024-02-09T15:32,B,INBUR,5440911342,5345299570,914260000,920760000,62306000000,62299500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1346451_1.pdf,0ef007a4a1b0798baf6d864d1bf2f432b35614de7645aef38bb28ad9c0508248,
2024-02-16,2024-02-16T17:27,B,INBUR,4937030508,4828035772,948260000,955260000,62272000000,62265000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1347950_1.pdf,40ba28ecea64fcd79009e9989cd9b2ae99a8bd7c5e4dbc07d192a8a1e0c76d6b,
2024-02-23,2024-02-23T17:45,B,INBUR,4470392988,4396478358,977760000,982260000,62242500000,62238000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1349879_1.pdf,e03ca609ea5478c332396608509f76d598252f54f68fbc610c184813cd1897c7,
2024-02-29,2024-02-29T16:59,B,INBUR,4085106344,3989093565,1001260000,1007260000,62219000000,62213000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1351745_1.pdf,b34ace94bc20521a2eef182962ab00cfb4d9c2eb717e39eeee6805bbcd95058b,
2024-03-01,2024-03-01T17:27,B,INBUR,3989093565,3893356742,1007260000,1013260000,62213000000,62207000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1352494_1.pdf,6d2d1e6d153bfff31e68b4d4c4f1ce3627339e8e11ee919e564f156e60899a13,
2024-03-08,2024-03-08T16:37,B,INBUR,3699987777,3667876411,1025260000,1027260000,62195000000,62193000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1354484_1.pdf,11eba8137ef0b26fe78d81856028d28571ef469a81a9a65e0b23aa4278c22e0f,
2024-03-15,2024-03-15T16:39,B,INBUR,3538797570,3442907589,1035260000,1041260000,62185000000,62179000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1356065_1.pdf,57e2199bb1980c88ddff3535cb4927d18257c7187ce290a8475cb85931dcba8c,
2024-03-22,2024-03-22T17:23,B,INBUR,3094671860,2978438716,1063260000,1070760000,62157000000,62149500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1357976_1.pdf,cf20770d4fcd0ce6dd7542be8d3e252be2e7d587e814e83c9d564d63b6a717a5,
2024-03-27,2024-03-27T17:10,B,INBUR,2913474485,2893797414,1074992748,1076260000,62145267252,62144000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1359063_1.pdf,49652bfaefc0df0de9be69d0ee0a10909d6e079b52c1f060fda5c95ddfdf12dc,
2024-04-05,2024-04-05T16:49,B,INBUR,2304637099,2181385713,1114260000,1122260000,62106000000,62098000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1361851_1.pdf,1e007a2fb10836f68829be97f8797bbd7fe314900ec4c9146655106b571b082a,
2024-04-12,2024-04-12T17:17,B,INBUR,1625017981,1499014069,1158260000,1166560000,62062000000,62053700000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1363790_1.pdf,159bbcb7378cd7522ae0252185f293f2df79d6da7561c9e2195071598b1ab62a,
2024-04-19,2024-04-19T17:17,B,INBUR,1002064965,892859419,1199260000,1206260000,62021000000,62014000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1365277_1.pdf,43cb16661c6342618f225da00ed04541aa13cc4997fddc20955b7032e018c4ea,
2024-04-26,2024-04-26T16:33,B,INBUR,409679044,276274141,1236960000,1245260000,61983300000,61975000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1368194_1.pdf,1ee18f1fc276cfc41c086c3793694d53d88edf4139f7567cf2d8e7e8879ba454,
2024-04-30,2024-04-30T17:24,B,INBUR,15166264540,15029936004,1251960000,1260260000,61968300000,61960000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1369999_1.pdf,adb2fad5375d142200184cd835c7a6a9dc7795450d404129f052f6d1b3e62050,
2024-05-03,2024-05-03T16:51,B,INBUR,14933043252,14867661913,1266260000,1270260000,61954000000,61950000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1371898_1.pdf,d9b31afe26ed5dec8e0c8e43e10af3dd07546aeea17eee88daac0acae935666e,
2024-05-10,2024-05-10T16:08,B,INBUR,14534667389,14433095553,1290260000,1296260000,61930000000,61924000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1374295_1.pdf,7677b55a7a5c6625821f5fe671eefb5d1c4ff5e3d93e455bbc3730b96bb013e0,
2024-05-17,2024-05-17T17:30,B,INBUR,14030785872,13931819015,1320260000,1326260000,61900000000,61894000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1375803_1.pdf,5653b39f44b968a1770e7b21dbfb83154f29d9272eb3ca162f780ee453add0d2,
2024-05-24,2024-05-24T17:14,B,INBUR,13620090917,13554967460,1345260000,1349260000,61875000000,61871000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1377323_1.pdf,1438397203a6c3065cc5e7284b27bd64e68263db6ba1531ca46b3e67d9a5109b,
2024-05-31,2024-05-31T17:05,B,INBUR,13249430675,13091019653,1368260000,1378260000,61852000000,61842000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1379319_1.pdf,e5da2f21a850c014d2cca80ee1a86e9759c98f2fac1f13878d848837ac1b17bb,
2024-06-07,2024-06-07T16:20,B,INBUR,12560004098,12433070747,1412260000,1420260000,61808000000,61800000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1381202_1.pdf,759af0d15c367e5361834a4ecda4cc36025cacbf531d6a88bc291def5c0634d7,
2024-06-14,2024-06-14T14:41,B,INBUR,12103022659,11993619304,1441260000,1448260000,61779000000,61772000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1382807_1.pdf,0a5d027b58298c96cf031a57b13b6d742e250b346fe0988fbcc50e3fcf155cff,
2024-06-21,2024-06-21T17:42,B,INBUR,11572802848,11375626837,1475260000,1488060000,61745000000,61732200000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1384741_1.pdf,d237991bfa2d5863249e5bd0ded513c0e232a0f607cbbcdeb86a7dd32ee92b79,
2024-06-28,2024-06-28T17:07,B,INBUR,10328529281,10142518946,1556260000,1568260000,61664000000,61652000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1386933_1.pdf,ad234a7108480dfebc2360dae26a0a3bb74bbce9b016e41e6a4423e476cb5f22,
2024-07-05,2024-07-05T16:28,B,INBUR,9710751829,9591854405,1595710338,1603260000,61624549662,61617000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1389859_1.pdf,79d80ce35e23919f9508cfa6f3655c03d07346dfb304d76c16d49084e5785b29,
2024-07-12,2024-07-12T17:00,B,INBUR,9348822415,9316360970,1618260000,1620260000,61602000000,61600000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1391582_1.pdf,69bcfb8d6a535c824b7da953f56093f3a9540a3484033ac7de68713ffb99aa0f,
2024-07-19,2024-07-19T15:36,B,INBUR,8835351715,8677119244,1650260000,1660260000,61570000000,61560000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1392977_1.pdf,832e04a0fea3b32955898b7d64c143b3e6113dd5bf403d3d84e367add1f05409,
2024-07-26,2024-07-26T16:10,B,INBUR,8202345211,8123897481,1690260000,1695260000,61530000000,61525000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1395051_1.pdf,9fe0a2dc8950a1d537f1c582b944e17691b9103b5ef84b1568a6ae32ad975d3e,
2024-07-31,2024-07-31T16:49,B,INBUR,7999029648,7921319134,1703260000,1708260000,61517000000,61512000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1396135_1.pdf,d4ca1ef8da9804f10a7c79a00358d93e8f574bb64a31dd6061f3a4dd713c391e,
2024-08-02,2024-08-02T17:03,B,INBUR,7819735877,7781722662,1714814651,1717260000,61505445349,61503000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1396898_1.pdf,79ad4637b36543e337ed244cbf7e88899e227bf621b981332cce800304d81693,
2024-08-09,2024-08-09T15:52,B,INBUR,7694055055,7653691667,1722760000,1725260000,61497500000,61495000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1398351_1.pdf,c1e14339b9284ab5d5dfcafcc0c69e683f36087f4e072c1879bb01e05c334621,
2024-08-16,2024-08-16T16:55,B,INBUR,7556833450,7540808199,1731260000,1732260000,61489000000,61488000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1399727_1.pdf,990bf6fa1fb1b53d52ee92ed26079e8b54966badc6557362ec03594e35be22de,
2024-08-23,2024-08-23T14:10,B,INBUR,7475420559,7458894859,1736260000,1737260000,61484000000,61483000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1401210_1.pdf,3cb82425f87c07066c5a7b86976718920674e86aff49702b2351b3bd9ee3699d,
2024-08-30,2024-08-30T17:18,B,INBUR,7392934858,7376735162,1741260000,1742260000,61479000000,61478000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1402758_1.pdf,23803cc69cba99998fc08c90f2bd949fa636167f49b7474c9ec35d3f2479ba7d,
2024-09-06,2024-09-06T16:40,B,INBUR,7311723454,7295534693,1746260000,1747260000,61474000000,61473000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1404453_1.pdf,588c189e28c1e555a388568053fa027d0c52ae3e254e513207a8fa70e5347053,
2024-09-13,2024-09-13T16:42,B,INBUR,7128525882,7095921352,1757760000,1759760000,61462500000,61460500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1405925_1.pdf,f2081eda4abc55f09fb871f81221453d0027f6801b1b7aeef8b57e809d0614c7,
2024-09-20,2024-09-20T17:00,B,INBUR,6950826668,6841076900,1768760000,1775760000,61451500000,61444500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1406989_1.pdf,524a1f00ab61f491eb93bfa26db553a3895b3a0105deceace91fcc85cd59eff3,
2024-09-27,2024-09-27T16:48,B,INBUR,6451836267,6371137936,1800260000,1805260000,61420000000,61415000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1408874_1.pdf,0978b69aaebe2327f082eb63e4b4c03f573a1f403e3c521e479ae73b8a1cfffd,
2024-09-30,2024-09-30T16:49,B,INBUR,6371137936,6290371824,1805260000,1810260000,61415000000,61410000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1409247_1.pdf,a81949219cdb135f0442d583c14bb378ae8ca93b725b8c180c73d6b7320bb94b,
2024-10-04,2024-10-04T17:23,B,INBUR,6053800787,5957920698,1825260000,1831260000,61395000000,61389000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1410309_1.pdf,9f6820834a5b53d5604ad0662a5b2bb04e4d80e940089c89844fc0d375ea6690,
2024-10-11,2024-10-11T17:20,B,INBUR,5503232362,5393629449,1860260000,1867260000,61360000000,61353000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1411495_1.pdf,902bb28e5944096843e62657d3d904eb66ae557bdd576f90d2339321385ef397,
2024-10-18,2024-10-18T17:21,B,INBUR,5084854753,5067806622,1886260000,1887260000,61334000000,61333000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1412916_1.pdf,9d64b677eb9fdcda4ea13356b591a4bdd1c90ca84301cfd36edcf739258882d0,
2024-10-25,2024-10-25T18:04,B,INBUR,4818277034,4768519858,1902260000,1905260000,61318000000,61315000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1414735_1.pdf,99ca261ce7dac3392bf8d9390b89c370ef8d421047d5bc5b2169a73bb70300a3,
2024-10-31,2024-10-31T16:30,B,INBUR,4441533171,4252236933,1925260000,1937260000,61295000000,61283000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1416399_1.pdf,a26841d94767cab8f058b1815720862a854e05e9015d224aa87cd3cd8088b840,
2024-11-08,2024-11-08T16:50,B,INBUR,18645395845,18537512255,0,7000000,61245000000,61238000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1418510_1.pdf,2a7c28d49be1e36e0a7e58034f6ec99e4e3d74a6681cf37e089754648c33d92b,
2024-11-15,2024-11-15T17:16,B,INBUR,17974675206,17866643735,43000000,50000000,61202000000,61195000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1419940_1.pdf,c86ed30d2856128478a02eb03c904a2530401470c24442e34c314d0c7f929739,
2024-11-22,2024-11-22T17:00,B,INBUR,17454079783,17376740775,77000000,82000000,61168000000,61163000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1421425_1.pdf,73f927e06caff2404ec1d6f13aeb5da77ee1cad4921ad4b7bdb83005db54030d,
2024-11-29,2024-11-29T16:50,B,INBUR,17124661053,17026490646,98500000,105000000,61146500000,61140000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1423029_1.pdf,ad78cd6b882cc9cfb0a144edf9e8c1f4149d4b9df0fde1aa15046014977e7e03,
2024-12-06,2024-12-06T16:18,B,INBUR,16797018562,16683172893,120000000,127500000,61125000000,61117500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1425211_1.pdf,b45502631c90a8f99c60f201af7992edacae72a1b616ab210cc4dfad47e62e33,
2024-12-13,2024-12-13T17:01,B,INBUR,16416802928,16265371578,145000000,155000000,61100000000,61090000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1426591_1.pdf,5fbf6b56ddf1ca6db4fc037507fc5f191313e158750634ae34bcf4e3e5261cc0,
2024-12-20,2024-12-20T16:35,B,INBUR,15607319137,15535501161,199000000,204000000,61046000000,61041000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1428847_1.pdf,621a9fa10e32b7dbf9c9a3798ed3686bc55d892e0230adbb364dca39d3e16d70,
2024-12-27,2024-12-27T16:48,B,INBUR,15305005480,15193713138,220000000,227500000,61025000000,61017500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1430437_1.pdf,98e93ac214bdc8f4b3fbd085ea9f93fd3580578d546dcd89a2324827214c3ead,
2024-12-31,2024-12-31T15:35,B,INBUR,15046478567,14934246155,237500000,245000000,61007500000,61000000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1431054_1.pdf,fb260128f92e28f46552fa0fcad9fd5bb898f62f6dfa7432a980a2b019e3e9c3,
2025-01-03,2025-01-03T16:40,B,INBUR,14859777878,14759522179,250000000,256899362,60995000000,60988100638,https://www.bmv.com.mx/docs-pub/recompra/recompra_1431656_1.pdf,ea4551424495d054c8d8ed0c46a4b67588b56609b5449f887a5b1a9686a5ea76,
2025-01-10,2025-01-10T16:56,B,INBUR,14484003117,14426876802,276000000,280000000,60969000000,60965000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1433567_1.pdf,87aecedb695d43463684e7f423750f214bc4b4d540754e8ecc8855b3e0ee39eb,
2025-01-17,2025-01-17T16:54,B,INBUR,14312039932,14304816586,288000000,288500000,60957000000,60956500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1435336_1.pdf,e6902dfecc3cbd2219228f47794eefb55eefec34bde9bac95b54d5b51f40d058,
2025-01-24,2025-01-24T16:46,B,INBUR,14254351388,14239966205,292000000,293000000,60953000000,60952000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1436825_1.pdf,66a9d43786c370f64537d4fb4c718bee82e35ce1718c56f6f6ac7a92c8b68662,
2025-01-31,2025-01-31T16:42,B,INBUR,14210710011,14196117055,295000000,296000000,60950000000,60949000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1438275_1.pdf,b88ef188315cd391da1bcce7c37089f79a2a14aba8f995fe3ee497cee7ed89b1,
2025-02-07,2025-02-07T16:54,B,INBUR,14092608398,14032499699,303000000,307000000,60942000000,60938000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1439994_1.pdf,f25bdbdd60f3258c05401acbc57aa0b474f498c74fbb67344d3e25a4cb1c62fd,
2025-02-14,2025-02-14T17:21,B,INBUR,13760684704,13667910911,325000000,331000000,60920000000,60914000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1441592_1.pdf,1f956c18ffc3cec7fac7ffa4b38bd83c8ad9b8c7e778db28ff0b4b5bc23f1e96,
2025-02-21,2025-02-21T17:03,B,INBUR,13364290552,13289153587,351000000,356000000,60894000000,60889000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1443222_1.pdf,f63de72d8e765a3f7d1a37c34e7d25e883b13601a904f00874a3114dbe3990cd,
2025-02-28,2025-02-28T17:36,B,INBUR,13005952605,12932453987,375000000,380000000,60870000000,60865000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1445623_1.pdf,5ead2ec0d936a2c426a714997aaa1a0939f081788c85544725b289fb661f23dd,
2025-03-07,2025-03-07T17:32,B,INBUR,12770784726,12740790834,391000000,393000000,60854000000,60852000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1447637_1.pdf,03e91b1209fb596fc857711dbd5b4ce19b83b015605451b40129c96402641b1f,
2025-03-14,2025-03-14T16:43,B,INBUR,12667605259,12524378642,398000000,408000000,60847000000,60837000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1448940_1.pdf,d1836e991e0d5af78a28f7785662cfbbb40c92c3bd6cd60616cc46d6d09ef1ec,
2025-03-21,2025-03-21T17:25,B,INBUR,12224196624,12031702128,429000000,442500000,60816000000,60802500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1450228_1.pdf,8a87871c725f5927e86899ff5d66e79c71906b5212b0f5c125bfd479949bce96,
2025-03-28,2025-03-28T17:05,B,INBUR,11249090653,11212233603,497000000,499500000,60748000000,60745500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1451978_1.pdf,a67b90b00afee74a1635199a70077441385e5c3df0bf2c3aa176d10cfcce2e0d,
2025-03-31,2025-03-31T16:57,B,INBUR,11212233603,11137954877,499500000,504584616,60745500000,60740415384,https://www.bmv.com.mx/docs-pub/recompra/recompra_1452358_1.pdf,a1add6ea34074006fa3b495a0945c4823734447ddec9df60a9c35d77a4daf991,
2025-04-04,2025-04-04T17:36,B,INBUR,11109458959,11094842165,506500000,507500000,60738500000,60737500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1453819_1.pdf,5307497521ffd7d00e7d538572e0ed27c0a63d82740cf0404aef1b55a82a1ea6,
2025-04-11,2025-04-11T16:47,B,INBUR,10988805550,10974395619,515000000,516000000,60730000000,60729000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1455243_1.pdf,2020ca499a62cd80f0b1a53a044226107c335ed0ebded9efd1d14eaf16f8eae6,
2025-04-16,2025-04-16T16:54,B,INBUR,10959312769,10951638196,517000000,517500000,60728000000,60727500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1456435_1.pdf,f2ff9f0b4aff4ef49e6fdbd1cf07a9a7ba90d29534d3bbb587cca1709098aba8,
2025-04-25,2025-04-25T17:45,B,INBUR,10923139245,10906525448,519250000,520250000,60725750000,60724750000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1458122_1.pdf,81852441663013712c96295601338c6c9223dfc0175d1cd7b09787375c39ffc4,
2025-04-30,2025-04-30T17:21,B,INBUR,10759819774,10611365219,529000000,537895671,60716000000,60707104329,https://www.bmv.com.mx/docs-pub/recompra/recompra_1460660_1.pdf,7a155198e5d30fda98db2cd598eb31407c378255d2465b97b99f1ac28d152f59,
2025-05-02,2025-05-02T15:03,B,INBUR,10611365219,10440637177,537895671,548000000,60707104329,60697000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1461695_1.pdf,8c01bbc37cc780eb1066a5374aedb7f5437299be94fe82bd391a0bd19d8030d4,
2025-05-09,2025-05-09T17:44,B,INBUR,10005731966,9854028869,573900000,583050000,60671100000,60661950000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1464439_1.pdf,0a141f70d1612f3705475747164b2e22437ac30876aa1e386c7b662475032844,
2025-05-16,2025-05-16T16:48,B,INBUR,19286762204,19152104975,617000000,625000000,60628000000,60620000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1465808_1.pdf,5ecabf50e828f76ac5ad2e310607dda2215349f6b70b5e2b6923778d439d3488,
2025-05-23,2025-05-23T16:37,B,INBUR,18687442552,18586089425,652500000,658500000,60592500000,60586500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1467285_1.pdf,ea5eb84a2eed4f41ee2e6b70ce1955a3d9796162059387a921945aa52572db28,
2025-05-30,2025-05-30T17:30,B,INBUR,18274095181,18145547146,677000000,684800000,60568000000,60560200000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1469203_1.pdf,f170d3d3c72e779ee8f3e3fef05ad2021bb81fbbf429374e1e5facba622480c0,
2025-06-06,2025-06-06T16:54,B,INBUR,17490119897,17402061684,725000000,730500000,60520000000,60514500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1470942_1.pdf,eaddf1850820aa67ad5babcd7308a40a491af2613a008f1bb05cb5f8109b5c54,
2025-06-13,2025-06-13T17:03,B,INBUR,16657472232,16591768430,776500000,780503888,60468500000,60464496112,https://www.bmv.com.mx/docs-pub/recompra/recompra_1472334_1.pdf,2e63073c67b91dc94f3bc87f4dab02fb4bf196f8910ed11ff77441f7d52217d3,
2025-06-20,2025-06-20T17:15,B,INBUR,16526200275,16453363428,784500000,789000000,60460500000,60456000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1473832_1.pdf,b339a07cae1827336e3271aadf1394d76fe71f877a4d754c663107a57a545e77,
2025-06-27,2025-06-27T17:32,B,INBUR,16354902953,16305455615,795000000,798000000,60450000000,60447000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1475395_1.pdf,5935ac56343247723605f74d08774b450b2fbc1425c369c4176abbf6f40a00ef,
2025-06-30,2025-06-30T17:45,B,INBUR,16305455615,16280303166,798000000,799500000,60447000000,60445500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1475797_1.pdf,5e4d474d26114c198c12f47aec5c0961a18473fb051ab100b5dadba2f361fad6,
2025-07-04,2025-07-04T14:25,B,INBUR,16162190305,16146924552,806500000,807401049,60438500000,60437598951,https://www.bmv.com.mx/docs-pub/recompra/recompra_1477120_1.pdf,58f8118b24bfae396dfbb55096b5bf4d7ebe675ea858af7caefc00cd00c964f8,
2025-07-11,2025-07-11T17:46,B,INBUR,15937145369,15904541959,820000000,822000000,60425000000,60423000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1478712_1.pdf,5d02e7d1e592c01fb8eb9a0345693e720ab7d801301cb46cadfc5254d1fbdc43,
2025-07-18,2025-07-18T17:43,B,INBUR,15733120868,15660859367,832500000,836980373,60412500000,60408019627,https://www.bmv.com.mx/docs-pub/recompra/recompra_1480079_1.pdf,63a18d2205199ebfa494622b42d54fbd45d4368845897c0c9ac8c34d00640d3c,
2025-07-25,2025-07-25T17:47,B,INBUR,15447887791,15405329872,850000000,852500000,60395000000,60392500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1482056_1.pdf,be7dde2c66ad2e0e5f4233d18a7490a1ba21476d1aa14a96b25a147b683ae830,
2025-07-31,2025-07-31T16:43,B,INBUR,15286131228,15260430099,859500000,861000000,60385500000,60384000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1483600_1.pdf,048d2391e8bbf0a70543f123fbdee72c45c71a9e04f4ab7e3deb96d92c4e857e,
2025-08-01,2025-08-01T17:29,B,INBUR,15260430099,15226497901,861000000,863000000,60384000000,60382000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1484080_1.pdf,b86085e8d10e676c86395382fed75c664606208363d342da4e5bcf7fa2e5407e,
2025-08-08,2025-08-08T17:47,B,INBUR,15115567438,15097844112,869500000,870500000,60375500000,60374500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1485592_1.pdf,c641cd76c08a50da678bc706a89d18c40ea31cf8a1fc4439908c1837bfeeed9e,
2025-08-15,2025-08-15T17:53,B,INBUR,15062383988,15053487456,872500000,873000000,60372500000,60372000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1487056_1.pdf,bc067ae28af6aab11200dc716856c838047e5217d415e9bbb61ca133204beafd,
2025-08-22,2025-08-22T17:25,B,INBUR,14999687471,14990339771,876000000,876500000,60369000000,60368500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1488389_1.pdf,729abb554a778ddfb95ee494f06f3bb89500ee3a45d614c5c97bf5cafbe68c2f,
2025-08-29,2025-08-29T17:34,B,INBUR,14795016520,14757684672,887000000,889000000,60358000000,60356000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1489876_1.pdf,abd6908fd1bca2cff461797869bce8709ffcd74aa70cc9cac9075c8f996cf25a,
2025-09-05,2025-09-05T17:15,B,INBUR,14611052768,14574404014,897000000,899000000,60348000000,60346000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1491585_1.pdf,9bf42e266d8930ee6edaa34f5551cb316edc716a8415344ea46177a9a81cda24,
2025-09-12,2025-09-12T16:57,B,INBUR,14426735660,14389156347,907000000,909000000,60338000000,60336000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1493081_1.pdf,aabadb6d20e9cbc0318b3511bb80f2ab7475e864c4ad1d38146fffe5153070e2,
2025-09-19,2025-09-19T17:21,B,INBUR,14314242312,14282793977,913000000,914700000,60332000000,60330300000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1494175_1.pdf,7a124405e60b849d306033c3adfae57744574e494dc2c3b42278df79794830b8,
